styleUrl,ExtendedData/Data/0/value,ExtendedData/Data/0/_name,ExtendedData/Data/1/value,ExtendedData/Data/1/_name,ExtendedData/Data/2/value,ExtendedData/Data/2/_name,ExtendedData/Data/3/value,ExtendedData/Data/3/_name,ExtendedData/Data/4/value,ExtendedData/Data/4/_name,ExtendedData/Data/5/value,ExtendedData/Data/5/_name,ExtendedData/Data/6/value,ExtendedData/Data/6/_name,ExtendedData/Data/7/value,ExtendedData/Data/7/_name,ExtendedData/Data/8/value,ExtendedData/Data/8/_name,ExtendedData/Data/9/value,ExtendedData/Data/9/_name,ExtendedData/Data/10/value,ExtendedData/Data/10/_name,ExtendedData/Data/11/value,ExtendedData/Data/11/_name,ExtendedData/Data/12/value,ExtendedData/Data/12/_name,ExtendedData/Data/13/value,ExtendedData/Data/13/_name,ExtendedData/Data/14/value,ExtendedData/Data/14/_name,ExtendedData/Data/15/value,ExtendedData/Data/15/_name,ExtendedData/Data/16/value,ExtendedData/Data/16/_name,ExtendedData/Data/17/value,ExtendedData/Data/17/_name,ExtendedData/Data/18/value,ExtendedData/Data/18/_name,ExtendedData/Data/19/value,ExtendedData/Data/19/_name,ExtendedData/Data/20/value,ExtendedData/Data/20/_name,ExtendedData/Data/21/value,ExtendedData/Data/21/_name,ExtendedData/Data/22/value,ExtendedData/Data/22/_name,ExtendedData/Data/23/value,ExtendedData/Data/23/_name,ExtendedData/Data/24/value,ExtendedData/Data/24/_name,ExtendedData/Data/25/value,ExtendedData/Data/25/_name,ExtendedData/Data/26/value,ExtendedData/Data/26/_name,ExtendedData/Data/27/value,ExtendedData/Data/27/_name,ExtendedData/Data/28/value,ExtendedData/Data/28/_name,ExtendedData/Data/29/value,ExtendedData/Data/29/_name,ExtendedData/Data/30/value,ExtendedData/Data/30/_name,ExtendedData/Data/31/value,ExtendedData/Data/31/_name,ExtendedData/Data/32/value,ExtendedData/Data/32/_name,MultiGeometry/Point/coordinates
#defaultStyle,1100 SW Cloverdale St,address,Leo Berk,artist,,class,Installation,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2013,date_made,"Hand carved Corian providing a Tudor style relief finish on 12 windows and doors at a park building on the site of Highland Park.  In addition the artist handcarved a sign for the building with the name ""HIGHLAND PA",descriptio,,dimensions,,general_no,SIT,gis_editor,0,gis_id,N,in_row,,link_1,,link_2,,link_3,"Highland Park   1100 SW Cloverdale St  Seattle, WA  98106",location,,locator,,mat_1,"Corian solid surface sheet, MDO plywood substrate, steel hardware",materials,Highland Park,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,PR15.001,sac_id,,subtype,A Work in Progress,title,0,x_coord,0,y_coord,"-122.34934426776412,47.52712147709617"
#defaultStyle,Alki Ave SW & 64th Ave S,address,"Feddersen, Joe; Fels, Donald; Smith, Jaune Quick-To-See",artist,,class,Plaques/medallions on concrete bollards,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1997,date_made,Bronze plaques and medallions on concrete bollards which borders stairs down to the water at the sandy beach area,descriptio,,dimensions,In the ROW?,general_no,SDOT,gis_editor,335,gis_id,N,in_row,,link_1,,link_2,,link_3,Near 64th and Alki by stairs down to the water at the sandy beach area,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,PR99.045,sac_id,,subtype,Bronze Plaques and Medallions,title,1250157.37679693,x_coord,214845.68206402,y_coord,"-122.41440785858515,47.57839284914155"
#defaultStyle,SW Barton St & 29th Ave SW,address,"de Lory, Peter",artist,,class,1 signpost with sign images of flora,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2004,date_made,1 signpost with sign images of flora,descriptio,,dimensions,,general_no,SDOT,gis_editor,397,gis_id,Y,in_row,,link_1,,link_2,,link_3,Located within Roxhill Park,location,,locator,"Steel, porcelain enamel",mat_1,"Steel, porcelain enamel",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,SPU05.024,sac_id,,subtype,Longfellow Creek Legacy Trail Way Finding Signs,title,1260754.66090378,x_coord,193850.48895452,y_coord,"-122.36852365329278,47.51980864285922"
#defaultStyle,"Beacon Ave S between S Spokane Street & S Alaska St  Seattle, WA  98144",address,"Wiegman, Clark",artist,,class,2 sculptures,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2000,date_made,"""Pylon"" is vertical slightly larger than life scrim which appears as an open book; ""Plynth"" is a horizontal artwork.",descriptio,".01 Plynth:  42"" x 132"" x 18""           .02 Pylon: 84"" x 24"" x 24""",dimensions,,general_no,SDOT,gis_editor,405,gis_id,Y,in_row,,link_1,,link_2,,link_3,"1 sculpture ""Pylon"" on traffic island at entry to community center parking area; 1 ""Plinth""  on traffic island at Beacon and Cheasty",location,,locator,Stainless steel,mat_1,Stainless steel,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ST01.018.01-.02,sac_id,,subtype,"Plynth and Pylon from the Project ""Vista""",title,1276401.25919183,x_coord,211924.54772507,y_coord,"-122.30794738242702,47.570756385308826"
#defaultStyle,"2059 Alki Ave SW  Seattle, WA  98116  (in area of old Luna Park)",address,"Feddersen, Joe; Fels, Donald; Smith, Jaune Quick-To-See",artist,,class,Paver insets in concrete,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1998 WORK REFAB,date_made,Blue stone paver insets in a concrete circle flanking an anchor at Luna Park,descriptio,,dimensions,In the ROW?,general_no,SDOT,gis_editor,334,gis_id,Y,in_row,,link_1,,link_2,,link_3,Luna Park at Alki Way SW,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,PR99.042,sac_id,,subtype,Inset-Anchor (Park on Alki),title,1254330.56256881,x_coord,217807.02821175,y_coord,"-122.38741066300831,47.59516036131746"
#defaultStyle,"Ballard Ave NW & 20th Ave NW  Seattle, WA  98107",address,"Ferrell, Jack",artist,,class,Inlays in sidewalk,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1978,date_made,Ceramic tiles in sidewalk create illusion of looking down into stream of catfish,descriptio,"24.5x18""",dimensions,,general_no,SDOT,gis_editor,175,gis_id,Y,in_row,,link_1,,link_2,,link_3,,location,,locator,"Ceramic tile, stoneware",mat_1,"Ceramic tile, stoneware",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,CL78.100,sac_id,,subtype,Catfish,title,1258809.97610179,x_coord,246596.08388853,y_coord,"-122.3822721689918,47.66574941407505"
#defaultStyle,2311 2nd Ave,address,"Kiefer, Kurt H.",artist,,class,1 brackets/light fixture on pole,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1994-96,date_made,1 brackets with light fixture on light pole,descriptio,,dimensions,,general_no,SDOT,gis_editor,238,gis_id,Y,in_row,,link_1,,link_2,,link_3,,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED96.030,sac_id,,subtype,Street Treatment,title,1267368.20779683,x_coord,227661.49805743,y_coord,"-122.3461546436609,47.614226229310454"
#defaultStyle,2208 2nd Ave,address,"Kiefer, Kurt H.",artist,,class,"5 insets, 1 brackets with light fixture on light p",classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1994-96,date_made,"5 faux plank insets in sidewalk, 1 brackets with light fixture on light pole",descriptio,,dimensions,,general_no,SDOT,gis_editor,248,gis_id,Y,in_row,,link_1,,link_2,,link_3,,location,,locator,Faux plank insets:  tinted concrete,mat_1,Faux plank insets:  tinted concrete,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED96.030,sac_id,,subtype,Street Treatment,title,1267729.84069764,x_coord,227414.21789138,y_coord,"-122.34466464225999,47.61357748330414"
#defaultStyle,2124 2nd Ave,address,"Kiefer, Kurt H.",artist,,class,1 brackets/light fixture on pole,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1994-96,date_made,1 brackets with light fixture on light pole,descriptio,,dimensions,,general_no,SDOT,gis_editor,256,gis_id,Y,in_row,,link_1,,link_2,,link_3,,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED96.030,sac_id,,subtype,Street Treatment,title,1267996.72114275,x_coord,227171.40440803,y_coord,"-122.34380706823886,47.61305850629726"
#defaultStyle,2618 2nd Ave,address,"Kiefer, Kurt H.",artist,,class,1 brackets/light fixture on pole,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1994-96,date_made,1 brackets with light fixture on light pole,descriptio,,dimensions,,general_no,SDOT,gis_editor,263,gis_id,Y,in_row,,link_1,,link_2,,link_3,,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED96.030,sac_id,,subtype,Street Treatment,title,1266634.3829684,x_coord,228410.89118401,y_coord,"-122.34927138004953,47.61629765072579"
#defaultStyle,Eastlake Ave E & E Lynn St,address,"Levy, Stacy",artist,,class,4 insets,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1997,date_made,"Four 24"" x 24"" x 2"" stone and glass tile insets in the sidewalk intersection.  Stone center sandblasted with image of microorganism.  Glass part of tile cast with name of the particular intersection.",descriptio,,dimensions,,general_no,SDOT,gis_editor,285,gis_id,Y,in_row,,link_1,,link_2,,link_3,"NE, NW, SE, SW corners",location,,locator,Cast glass tiles and WA State Wilkensen Sandstone,mat_1,Cast glass tiles and WA State Wilkensen Sandstone,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED98.025a-ff (S,sac_id,,subtype,Cornerstones,title,1272483.26328379,x_coord,236920.92048663,y_coord,"-122.3258914587279,47.63972702227476"
#defaultStyle,"Western Ave & Bell Street  Seattle, WA  98121  (next to North 99 on ramp)",address,"Corson, Dan",artist,,class,Sculptures,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2002,date_made,Sculptures in the form of foam waves covered with pea gravel and lit with colored lighting.,descriptio,10' x 50' x 150',dimensions,Long-term temporary sculptures (will be removed when the viaduct comes down.),general_no,SDOT,gis_editor,351,gis_id,Y,in_row,,link_1,,link_2,,link_3,Directly under the viaduct,location,,locator,"Foam, cement, pea gravel and specialized lighting",mat_1,"Foam, cement, pea gravel and specialized lighting",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,SAC04.088,sac_id,,subtype,Wave Rave Cave,title,1266994.75639817,x_coord,227171.53807664,y_coord,"-122.34776616334939,47.61323713355677"
#defaultStyle,14th Ave S between S Donovan St & S Cloverdale St,address,"Fields, Gregory",artist,,class,Sidewalk insets,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2009,date_made,"Inset strips of 6"" square handcarved tile inset in the sidewalk on both sides of the street.",descriptio,"Sidewalk tiles: 7.25"" x 38-83""",dimensions,,general_no,SDOT,gis_editor,427,gis_id,Y,in_row,,link_1,,link_2,,link_3,Both sides of the street,location,,locator,Glazed ceramic tile,mat_1,Glazed ceramic tile,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ST09.099,sac_id,,subtype,Convergence,title,1274389.74174978,x_coord,195398.69644414,y_coord,"-122.31480607458873,47.52589113999016"
#defaultStyle,14th Ave S between S Henderson St & S Concord St,address,"Fields, Gregory",artist,,class,Sidewalk insets,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2009,date_made,"Inset strips of 6"" square handcarved tile inset in the sidewalk on both sides of the street.",descriptio,"Sidewalk tiles: 7.25"" x 38-83""",dimensions,,general_no,SDOT,gis_editor,430,gis_id,Y,in_row,,link_1,,link_2,,link_3,Both sides of the street,location,,locator,Glazed ceramic tile,mat_1,Glazed ceramic tile,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ST09.099,sac_id,,subtype,Convergence,title,1274361.08037375,x_coord,194469.16453919,y_coord,"-122.31496069827163,47.52346713454214"
#defaultStyle,"Maynard Ave S between S Jackson St & S King St.  Seattle, WA  98104",address,"Tsutakawa, George",artist,,class,1 sculpture,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1978,date_made,1 vertical abstract sculpture with a black patina and mounted on a cylinder of concrete and lighted.,descriptio,14x4x4',dimensions,,general_no,SDOT,gis_editor,216,gis_id,Y,in_row,,link_1,,link_2,,link_3,On east side of Maynard Ave S close to S Jackson St,location,,locator,Bronze,mat_1,Bronze,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED79.031,sac_id,,subtype,"Heaven, Man, Earth",title,1272399.39845173,x_coord,221980.52277537,y_coord,"-122.32495540801592,47.59939175040909"
#defaultStyle,2nd Ave between Virginia St & Lenora St,address,"Kiefer, Kurt H.",artist,,class,3 insets,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1994-96,date_made,3 faux plank insets in sidewalk,descriptio,,dimensions,,general_no,SDOT,gis_editor,250,gis_id,Y,in_row,,link_1,,link_2,,link_3,"East side of 2nd Ave, front of building just southeast of 2028 2nd Avenue",location,,locator,Faux plank insets:  tinted concrete,mat_1,Faux plank insets:  tinted concrete,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED96.030,sac_id,,subtype,Street Treatment,title,1268216.11460745,x_coord,226931.23727644,y_coord,"-122.3426056647278,47.61233998850222"
#defaultStyle,2nd Ave & Denny St,address,"Kiefer, Kurt H.",artist,,class,"1 brackets, 1 sign on lightpole",classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1994-96,date_made,"1 brackets, sign with the word ""Belltown"" on light pole",descriptio,,dimensions,,general_no,SDOT,gis_editor,259,gis_id,Y,in_row,,link_1,,link_2,,link_3,West side of 2nd Ave at intersection of 2nd & Denny,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ED96.030,sac_id,,subtype,Street Treatment,title,1265561.8481087,x_coord,229346.34563087,y_coord,"-122.35338708200646,47.61849035225081"
#defaultStyle,Alaskan Way & Madison St,address,"Beyer, Richard",artist,,class,1 sculpture,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1988,date_made,Sculpture of Ivar Haglund feeding seagulls,descriptio,"5'8x4'9x3'11""",dimensions,In the ROW?,general_no,SDOT,gis_editor,315,gis_id,Y,in_row,,link_1,,link_2,,link_3,Pier 54,location,,locator,"Bronze, aluminum",mat_1,"Bronze, aluminum",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,GCK88.008,sac_id,,subtype,Ivar Feeding the Gulls,title,1269137.79409636,x_coord,223871.86344927,y_coord,"-122.3387495751473,47.60383368668017"
#defaultStyle,2100 1st Ave,address,"Mackie, Jack; Simpson, Lewis ""Buster""",artist,,class,1 bench,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1985-1991,date_made,1 long rectangular bench,descriptio,,dimensions,,general_no,SDOT,gis_editor,203,gis_id,Y,in_row,,link_1,,link_2,,link_3,East side of 1st Ave near 2107,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,CL86.045,sac_id,,subtype,Street Treatment,title,1267852.56975996,x_coord,226867.14926718,y_coord,"-122.34404158675711,47.61202403390088"
#defaultStyle,SW Barton St & 25th Ave SW,address,"de Lory, Peter",artist,,class,4 signposts with sign images of flora,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2004,date_made,4 signposts with sign images of flora,descriptio,,dimensions,In the ROW?,general_no,SDOT,gis_editor,395,gis_id,N,in_row,,link_1,,link_2,,link_3,Four artwork signposts within Westwood Village Shopping Center,location,,locator,"Steel, porcelain enamel",mat_1,"Steel, porcelain enamel",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,SPU05.024,sac_id,,subtype,Longfellow Creek Legacy Trail Way Finding Signs,title,1262093.77847315,x_coord,193817.72863449,y_coord,"-122.3663489374414,47.52360699216923"
#defaultStyle,"Thornton Creek Water Quality Channel  NE 103rd St and 5th Ave NE  Seattle, WA  98125",address,"Shaw, Benson",artist,,class,3 sculptures,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2010,date_made,"Three Wiggle Post sculptures, between 25- and 35-feet tall, rise from the top surface of a seat wall.",descriptio,,dimensions,,general_no,SDOT,gis_editor,403,gis_id,Y,in_row,,link_1,,link_2,,link_3,SW corner,location,,locator,"Galvanized steel, aluminum cast urethane resin, confetti, glass acrylic, miscellaneous fasteners",mat_1,"Galvanized steel, aluminum cast urethane resin, confetti, glass acrylic, miscellaneous fasteners",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,SPU10.022,sac_id,,subtype,SURGE:  WIGGLE POSTS vignette,title,1273607.15141294,x_coord,260034.4928623,y_coord,"-122.32341997891233,47.70302391488866"
#defaultStyle,30th Ave NE & Lake City Way NE,address,"Sorey, Paul",artist,,class,1 sculpture,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2006,date_made,A sculpture with curvilinear forms that suggest the form of a coffee pot.,descriptio,"156""h x 216""w x 120""d",dimensions,,general_no,SDOT,gis_editor,420,gis_id,Y,in_row,,link_1,,link_2,,link_3,Southwest corner,location,,locator,"Stainless steel, stone, glass, metal-halide lighting",mat_1,"Stainless steel, stone, glass, metal-halide lighting",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ST06.063,sac_id,,subtype,Coffee Pot Pergola,title,1280224.97695572,x_coord,264919.2593313,y_coord,"-122.29642487142777,47.717716059667836"
#defaultStyle,S. Cloverdale St & 14th Ave S,address,"Fields, Gregory",artist,,class,Pillar,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2009,date_made,8' pillar faced with handmade tiles,descriptio,"Pillar: 10"" x 10"" x 8’ tall",dimensions,,general_no,SDOT,gis_editor,425,gis_id,Y,in_row,,link_1,,link_2,,link_3,,location,,locator,Glazed ceramic tile,mat_1,Glazed ceramic tile,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ST09.099,sac_id,,subtype,Convergence,title,1274394.38494974,x_coord,195553.44601227,y_coord,"-122.31480779383965,47.52635416017024"
#defaultStyle,S. Director St & 14th Ave S,address,"Fields, Gregory",artist,,class,Pillar,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2009,date_made,8' pillar faced with handmade tiles,descriptio,"Pillar: 10"" x 10"" x 8’ tall",dimensions,,general_no,SDOT,gis_editor,426,gis_id,Y,in_row,,link_1,,link_2,,link_3,,location,,locator,Glazed ceramic tile,mat_1,Glazed ceramic tile,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ST09.099,sac_id,,subtype,Convergence,title,1274347.2333337,x_coord,194019.1586507,y_coord,"-122.31486156947848,47.52233447960406"
#defaultStyle,BROADWAY AND YESLER WAY,address,"Fitch, Claudia",artist,,class,,classifica,,contactage,,contactpho,2013,date_made,1 Pole,descriptio,,dimensions,Three beaded poles near Broadway and Yesler Way (Yesler Terrace),general_no,SDOT,gis_editor,0,gis_id,Y,in_row,,link_1,,link_2,,link_3,"Near Yesler Way & Broadway  Seattle, WA  98104",location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ST13.068.01,sac_id,,subtype,Beaded Poles,title,0,x_coord,0,y_coord,"-122.32033200012073,47.60163406482085"
#defaultStyle,52ND AVE S AND DEAD END 4,address,"Michael, Yegisaw (Yeggy)",artist,,class,,classifica,,contactage,,contactpho,2014,date_made,"The artwork consists of more than 450 multi-colored inlayed concrete and stainless steel circles or “dots”, flowing between two sections of concrete pipes at the north and south end of the Mapes Creek walkway pa",descriptio,,dimensions,,general_no,SDOT,gis_editor,0,gis_id,Y,in_row,,link_1,,link_2,,link_3,"52nd Ave walkway (Mapes Creek walkway) between S Fisher Pl. and S Henderson St.  Seattle, WA  98118",location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,SPU14.007,sac_id,,subtype,Motion,title,0,x_coord,0,y_coord,"-122.26733789750767,47.522265082967735"
#defaultStyle,Alki Ave SW & 54th Pl SW,address,"Feddersen, Joe; Fels, Donald; Smith, Jaune Quick-To-See",artist,,class,1 viewing device,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1998,date_made,"1 stainless steel viewing device, stone/concrete inset in sidewalk on promenade",descriptio,,dimensions,,general_no,SDOT,gis_editor,341,gis_id,N,in_row,,link_1,,link_2,,link_3,Near 54th and Alki,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,PR99.046,sac_id,,subtype,Viewers,title,1253282.01398413,x_coord,216498.64667371,y_coord,"-122.40190596324702,47.582972106256044"
#defaultStyle,24th Ave SW between SW Elmgrove St and SW Thistle St,address,"de Lory, Peter",artist,,class,1 signpost with sign images of flora,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2004,date_made,1 signpost with sign images of flora,descriptio,,dimensions,,general_no,SDOT,gis_editor,392,gis_id,Y,in_row,,link_1,,link_2,,link_3,West side of the street,location,,locator,"Steel, porcelain enamel",mat_1,"Steel, porcelain enamel",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,SPU05.024,sac_id,,subtype,Longfellow Creek Legacy Trail Way Finding Signs,title,1262497.2655776,x_coord,196785.85305357,y_coord,"-122.36313571697961,47.53010871052945"
#defaultStyle,Puget Blvd SW between 26th Ave SW and 28th Ave SW,address,"de Lory, Peter",artist,,class,1 signpost with sign images of flora,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2004,date_made,1 signpost with sign images of flora,descriptio,,dimensions,,general_no,SDOT,gis_editor,399,gis_id,Y,in_row,,link_1,,link_2,,link_3,South side of the street near intersection of Puget Blvd and 26th,location,,locator,"Steel, porcelain enamel",mat_1,"Steel, porcelain enamel",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,SPU05.024,sac_id,,subtype,Longfellow Creek Legacy Trail Way Finding Signs,title,1262249.43184935,x_coord,206321.69856733,y_coord,"-122.36564083881288,47.554971288228515"
#defaultStyle,1801 WESTLAKE,address,"Beres, Ben; Sutton, John; Culler, Zac",artist,,class,,classifica,,contactage,,contactpho,2009,date_made,"The artwork is a subterranean sculpture of a neon double helix.  It is viewed from above througj a sandblasted glass manhole cover set in the sidewalk plane.  The sculpture consists of two spirals, one red and one b",descriptio,,dimensions,,general_no,SDOT,gis_editor,0,gis_id,Y,in_row,,link_1,,link_2,,link_3,"South Lake Union Streetcar Route Westlake Hub  near  Stewart St & Westlake Ave Seattle, WA   98101",location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,ST09.120,sac_id,,subtype,Sequence/Consequence,title,0,x_coord,0,y_coord,"-122.33727301575179,47.613034131625575"
#defaultStyle,23rd Ave SW between SW Willow St and SW Myrtle St,address,"de Lory, Peter",artist,,class,2 signposts with sign images of flora,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2004,date_made,2 signposts with sign images of flora,descriptio,,dimensions,,general_no,SDOT,gis_editor,376,gis_id,Y,in_row,,link_1,,link_2,,link_3,Two artwork signposts on the west side of 23rd Ave SW between SW Willow St and SW Myrtle St,location,,locator,"Steel, porcelain enamel",mat_1,"Steel, porcelain enamel",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,SPU05.024,sac_id,,subtype,Longfellow Creek Legacy Trail Way Finding Signs,title,1262864.53776997,x_coord,200886.28492977,y_coord,"-122.36217157673383,47.54083191919"
#defaultStyle,"5354 Ballard Ave NW  Seattle, WA  98107",address,"Washington Jr., James",artist,,class,Inlay in sidewalk,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1978,date_made,Rectangular piece of red granite with pre-historic fish carved into the surface.,descriptio,"12x18""",dimensions,,general_no,SDOT,gis_editor,180,gis_id,Y,in_row,,link_1,,link_2,,link_3,,location,,locator,Red granite,mat_1,Red granite,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,CL78.104,sac_id,,subtype,Coelacanths,title,1258380.82069378,x_coord,247207.37358905,y_coord,"-122.38461469832754,47.66769633536323"
#defaultStyle,26th Ave SW between Puget Blvd SW and SW Brandon St,address,"de Lory, Peter",artist,,class,1 signpost with sign images of flora,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2004,date_made,1 signpost with sign images of flora,descriptio,,dimensions,,general_no,SDOT,gis_editor,386,gis_id,Y,in_row,,link_1,,link_2,,link_3,Near northeast corner of 26th and Brandon,location,,locator,"Steel, porcelain enamel",mat_1,"Steel, porcelain enamel",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,SPU05.024,sac_id,,subtype,Longfellow Creek Legacy Trail Way Finding Signs,title,1262083.58442517,x_coord,206007.92986301,y_coord,"-122.36573163913576,47.553914592257826"
#defaultStyle,24th Ave SW & SW Kenyon St,address,"de Lory, Peter",artist,,class,1 signpost with sign images of flora,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,2004,date_made,1 signpost with sign images of flora,descriptio,,dimensions,,general_no,SDOT,gis_editor,388,gis_id,Y,in_row,,link_1,,link_2,,link_3,South side of the intersection,location,,locator,"Steel, porcelain enamel",mat_1,"Steel, porcelain enamel",materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,SPU05.024,sac_id,,subtype,Longfellow Creek Legacy Trail Way Finding Signs,title,1262503.72765757,x_coord,197769.52947054,y_coord,"-122.36307501233782,47.531931255592184"
#defaultStyle,2505 1st Ave,address,"Mackie, Jack; Simpson, Lewis ""Buster""",artist,,class,2 bollards,classifica,Seattle Office of Arts & Cultural Affairs,contactage,206-684-7171,contactpho,1985-1991,date_made,"2 sandstone bollards: (cylindrical, 1 of the bollards has a worker's cap)",descriptio,,dimensions,,general_no,SDOT,gis_editor,211,gis_id,Y,in_row,,link_1,,link_2,,link_3,West side of 1st Ave near 2505 1st Ave,location,,locator,,mat_1,,materials,,park_name,,pic_1,,pic_2,,pic_3,0,pma,,pubart_row,0,reserved_i,,reserved_t,CL86.045,sac_id,,subtype,Street Treatment,title,1266634.56452667,x_coord,227894.19146526,y_coord,"-122.34913410774512,47.61481314389875"
